name,type,value,date
阜外营业部,阜外营业部,1037174.69,2018-06-14
东城第一门市部,东城第一门市部,1008684.63,2018-06-14
西城第一门市部,西城第一门市部,968407.03,2018-06-14
安贞营业部,安贞营业部,955143.80,2018-06-14
花市营业部,花市营业部,2285043.54,2018-06-15
综合三部,综合三部,1817416.00,2018-06-15
劲松营业部,劲松营业部,1677824.13,2018-06-15
宣武营业部,宣武营业部,1272562.94,2018-06-15
营销中心大客户部,营销中心大客户部,1162294.51,2018-06-15
建国门分社,建国门分社,1092049.35,2018-06-15
宣武门外营业部,宣武门外营业部,1070266.46,2018-06-15
阜外营业部,阜外营业部,1056142.71,2018-06-15
东城第一门市部,东城第一门市部,1019465.73,2018-06-15
西城第一门市部,西城第一门市部,995746.83,2018-06-15
花市营业部,花市营业部,2375470.14,2018-06-16
综合三部,综合三部,1830778.03,2018-06-16
劲松营业部,劲松营业部,1791554.30,2018-06-16
宣武营业部,宣武营业部,1288554.54,2018-06-16
营销中心大客户部,营销中心大客户部,1213689.34,2018-06-16
建国门分社,建国门分社,1212934.25,2018-06-16
宣武门外营业部,宣武门外营业部,1141485.26,2018-06-16
东城第一门市部,东城第一门市部,1080447.93,2018-06-16
阜外营业部,阜外营业部,1056142.71,2018-06-16
西城第一门市部,西城第一门市部,1042039.83,2018-06-16
花市营业部,花市营业部,2407417.16,2018-06-17
综合三部,综合三部,1830778.03,2018-06-17
劲松营业部,劲松营业部,1802839.31,2018-06-17
宣武营业部,宣武营业部,1288554.54,2018-06-17
建国门分社,建国门分社,1276414.25,2018-06-17
营销中心大客户部,营销中心大客户部,1213689.34,2018-06-17
阜外营业部,阜外营业部,1184756.73,2018-06-17
宣武门外营业部,宣武门外营业部,1141485.26,2018-06-17
东城第一门市部,东城第一门市部,1093087.93,2018-06-17
西城第一门市部,西城第一门市部,1042039.83,2018-06-17
花市营业部,花市营业部,2414347.16,2018-06-18
劲松营业部,劲松营业部,1832539.31,2018-06-18
综合三部,综合三部,1830778.03,2018-06-18
宣武营业部,宣武营业部,1334391.54,2018-06-18
建国门分社,建国门分社,1319647.55,2018-06-18
营销中心大客户部,营销中心大客户部,1271109.34,2018-06-18
阜外营业部,阜外营业部,1233704.73,2018-06-18
宣武门外营业部,宣武门外营业部,1141485.26,2018-06-18
东城第一门市部,东城第一门市部,1115356.99,2018-06-18
西城第一门市部,西城第一门市部,1042039.83,2018-06-18
花市营业部,花市营业部,2485232.94,2018-06-19
劲松营业部,劲松营业部,1961311.58,2018-06-19
综合三部,综合三部,1830778.03,2018-06-19
建国门分社,建国门分社,1373887.67,2018-06-19
宣武营业部,宣武营业部,1344290.64,2018-06-19
阜外营业部,阜外营业部,1305613.93,2018-06-19
营销中心大客户部,营销中心大客户部,1271109.34,2018-06-19
宣武门外营业部,宣武门外营业部,1170434.92,2018-06-19
东城第一门市部,东城第一门市部,1125652.99,2018-06-19
西城第一门市部,西城第一门市部,1066638.36,2018-06-19
花市营业部,花市营业部,2537526.76,2018-06-20
劲松营业部,劲松营业部,1983996.44,2018-06-20
综合三部,综合三部,1830778.03,2018-06-20
宣武营业部,宣武营业部,1409677.44,2018-06-20
建国门分社,建国门分社,1407943.67,2018-06-20
阜外营业部,阜外营业部,1365805.93,2018-06-20
营销中心大客户部,营销中心大客户部,1310313.34,2018-06-20
宣武门外营业部,宣武门外营业部,1175777.92,2018-06-20
东城第一门市部,东城第一门市部,1125652.99,2018-06-20
西城第一门市部,西城第一门市部,1066638.36,2018-06-20
花市营业部,花市营业部,2556881.26,2018-06-21
劲松营业部,劲松营业部,2027772.44,2018-06-21
综合三部,综合三部,1867134.03,2018-06-21
阜外营业部,阜外营业部,1558774.06,2018-06-21
建国门分社,建国门分社,1448533.13,2018-06-21
宣武营业部,宣武营业部,1447903.16,2018-06-21
营销中心大客户部,营销中心大客户部,1310313.34,2018-06-21
宣武门外营业部,宣武门外营业部,1259518.06,2018-06-21
东城第一门市部,东城第一门市部,1185473.99,2018-06-21
西城第一门市部,西城第一门市部,1084022.76,2018-06-21
花市营业部,花市营业部,2572879.66,2018-06-22
劲松营业部,劲松营业部,2190612.26,2018-06-22
综合三部,综合三部,1988310.03,2018-06-22
阜外营业部,阜外营业部,1585531.76,2018-06-22
宣武营业部,宣武营业部,1544230.16,2018-06-22
建国门分社,建国门分社,1497635.15,2018-06-22
营销中心大客户部,营销中心大客户部,1400154.06,2018-06-22
宣武门外营业部,宣武门外营业部,1310908.09,2018-06-22
东城第一门市部,东城第一门市部,1213593.99,2018-06-22
西城第一门市部,西城第一门市部,1101842.76,2018-06-22
花市营业部,花市营业部,2597904.91,2018-06-23
劲松营业部,劲松营业部,2218147.26,2018-06-23
综合三部,综合三部,1988310.03,2018-06-23
阜外营业部,阜外营业部,1644503.69,2018-06-23
建国门分社,建国门分社,1585408.55,2018-06-23
宣武营业部,宣武营业部,1547358.56,2018-06-23
营销中心大客户部,营销中心大客户部,1418268.09,2018-06-23
宣武门外营业部,宣武门外营业部,1347431.42,2018-06-23
东城第一门市部,东城第一门市部,1295550.01,2018-06-23
西城第一门市部,西城第一门市部,1125800.76,2018-06-23
花市营业部,花市营业部,2624589.37,2018-06-24
劲松营业部,劲松营业部,2258155.29,2018-06-24
综合三部,综合三部,1988310.03,2018-06-24
阜外营业部,阜外营业部,1666992.71,2018-06-24
建国门分社,建国门分社,1655871.57,2018-06-24
宣武营业部,宣武营业部,1569596.38,2018-06-24
营销中心大客户部,营销中心大客户部,1556202.95,2018-06-24
宣武门外营业部,宣武门外营业部,1449852.24,2018-06-24
东城第一门市部,东城第一门市部,1307925.01,2018-06-24
西城第一门市部,西城第一门市部,1129957.77,2018-06-24
花市营业部,花市营业部,3043165.05,2018-06-25
劲松营业部,劲松营业部,2448867.31,2018-06-25
综合三部,综合三部,2052447.73,2018-06-25
建国门分社,建国门分社,1712863.89,2018-06-25
阜外营业部,阜外营业部,1670192.71,2018-06-25
宣武营业部,宣武营业部,1571772.38,2018-06-25
营销中心大客户部,营销中心大客户部,1565508.95,2018-06-25
宣武门外营业部,宣武门外营业部,1479206.26,2018-06-25
东城第一门市部,东城第一门市部,1307925.01,2018-06-25
西城第一门市部,西城第一门市部,1144365.83,2018-06-25
花市营业部,花市营业部,3084842.07,2018-06-26
劲松营业部,劲松营业部,2572630.18,2018-06-26
综合三部,综合三部,2052447.73,2018-06-26
建国门分社,建国门分社,1777969.44,2018-06-26
阜外营业部,阜外营业部,1677318.73,2018-06-26
宣武营业部,宣武营业部,1620723.22,2018-06-26
营销中心大客户部,营销中心大客户部,1575999.98,2018-06-26
宣武门外营业部,宣武门外营业部,1482636.26,2018-06-26
东城第一门市部,东城第一门市部,1353663.03,2018-06-26
西城第一门市部,西城第一门市部,1162379.87,2018-06-26
花市营业部,花市营业部,3186929.11,2018-06-27
劲松营业部,劲松营业部,2722217.31,2018-06-27
综合三部,综合三部,2083187.23,2018-06-27
建国门分社,建国门分社,1922608.44,2018-06-27
阜外营业部,阜外营业部,1677318.73,2018-06-27
宣武营业部,宣武营业部,1634581.24,2018-06-27
营销中心大客户部,营销中心大客户部,1600155.98,2018-06-27
宣武门外营业部,宣武门外营业部,1507740.22,2018-06-27
东城第一门市部,东城第一门市部,1355443.05,2018-06-27
天坛营业部,天坛营业部,1201077.94,2018-06-27
花市营业部,花市营业部,3206940.97,2018-06-28
劲松营业部,劲松营业部,2807969.55,2018-06-28
综合三部,综合三部,2083187.23,2018-06-28
建国门分社,建国门分社,2070511.49,2018-06-28
阜外营业部,阜外营业部,1743478.32,2018-06-28
宣武门外营业部,宣武门外营业部,1684298.62,2018-06-28
宣武营业部,宣武营业部,1669868.64,2018-06-28
营销中心大客户部,营销中心大客户部,1653912.98,2018-06-28
东城第一门市部,东城第一门市部,1369421.85,2018-06-28
西城第一门市部,西城第一门市部,1205268.70,2018-06-28
花市营业部,花市营业部,3236814.99,2018-06-29
劲松营业部,劲松营业部,2915099.67,2018-06-29
建国门分社,建国门分社,2165154.59,2018-06-29
综合三部,综合三部,2114867.23,2018-06-29
宣武营业部,宣武营业部,1836876.69,2018-06-29
阜外营业部,阜外营业部,1770208.32,2018-06-29
宣武门外营业部,宣武门外营业部,1713998.70,2018-06-29
营销中心大客户部,营销中心大客户部,1653912.98,2018-06-29
东城第一门市部,东城第一门市部,1382608.65,2018-06-29
天坛营业部,天坛营业部,1271472.82,2018-06-29
花市营业部,花市营业部,3258170.79,2018-06-30
劲松营业部,劲松营业部,3039348.70,2018-06-30
建国门分社,建国门分社,2201598.65,2018-06-30
综合三部,综合三部,2114867.23,2018-06-30
宣武门外营业部,宣武门外营业部,1922829.70,2018-06-30
阜外营业部,阜外营业部,1847569.92,2018-06-30
宣武营业部,宣武营业部,1836876.69,2018-06-30
营销中心大客户部,营销中心大客户部,1683078.38,2018-06-30
东城第一门市部,东城第一门市部,1425199.44,2018-06-30
西城第一门市部,西城第一门市部,1337928.70,2018-06-30
花市营业部,花市营业部,3301264.40,2018-07-01
劲松营业部,劲松营业部,3088023.73,2018-07-01
建国门分社,建国门分社,2225376.65,2018-07-01
综合三部,综合三部,2114867.23,2018-07-01
宣武门外营业部,宣武门外营业部,1925502.70,2018-07-01
阜外营业部,阜外营业部,1855091.94,2018-07-01
宣武营业部,宣武营业部,1836876.69,2018-07-01
营销中心大客户部,营销中心大客户部,1758862.00,2018-07-01
东城第一门市部,东城第一门市部,1428684.24,2018-07-01
西城第一门市部,西城第一门市部,1339671.10,2018-07-01
花市营业部,花市营业部,3344875.40,2018-07-02
劲松营业部,劲松营业部,3122423.75,2018-07-02
建国门分社,建国门分社,2278554.31,2018-07-02
综合三部,综合三部,2114867.23,2018-07-02
宣武门外营业部,宣武门外营业部,1937732.17,2018-07-02
宣武营业部,宣武营业部,1892931.49,2018-07-02
阜外营业部,阜外营业部,1888353.96,2018-07-02
营销中心大客户部,营销中心大客户部,1787799.00,2018-07-02
东城第一门市部,东城第一门市部,1434424.26,2018-07-02
西城第一门市部,西城第一门市部,1373053.90,2018-07-02
花市营业部,花市营业部,3726972.60,2018-07-03
劲松营业部,劲松营业部,3122423.75,2018-07-03
建国门分社,建国门分社,2404656.34,2018-07-03
综合三部,综合三部,2114867.23,2018-07-03
阜外营业部,阜外营业部,2087460.38,2018-07-03
宣武营业部,宣武营业部,1947669.49,2018-07-03
宣武门外营业部,宣武门外营业部,1940700.19,2018-07-03
营销中心大客户部,营销中心大客户部,1816375.00,2018-07-03
东城第一门市部,东城第一门市部,1434424.26,2018-07-03
西城第一门市部,西城第一门市部,1421761.90,2018-07-03
花市营业部,花市营业部,4129828.65,2018-07-04
劲松营业部,劲松营业部,3135056.15,2018-07-04
建国门分社,建国门分社,2489011.74,2018-07-04
综合三部,综合三部,2150507.23,2018-07-04
阜外营业部,阜外营业部,2104923.98,2018-07-04
宣武门外营业部,宣武门外营业部,1979087.21,2018-07-04
宣武营业部,宣武营业部,1952407.63,2018-07-04
营销中心大客户部,营销中心大客户部,1825975.00,2018-07-04
东城第一门市部,东城第一门市部,1448246.26,2018-07-04
西城第一门市部,西城第一门市部,1434825.99,2018-07-04
花市营业部,花市营业部,4140679.05,2018-07-05
劲松营业部,劲松营业部,3199033.48,2018-07-05
建国门分社,建国门分社,2511073.74,2018-07-05
阜外营业部,阜外营业部,2214738.38,2018-07-05
综合三部,综合三部,2150507.23,2018-07-05
宣武门外营业部,宣武门外营业部,1996905.41,2018-07-05
宣武营业部,宣武营业部,1952407.63,2018-07-05
营销中心大客户部,营销中心大客户部,1825975.00,2018-07-05
东城第一门市部,东城第一门市部,1483909.06,2018-07-05
天坛营业部,天坛营业部,1455301.60,2018-07-05
花市营业部,花市营业部,4181350.65,2018-07-06
劲松营业部,劲松营业部,3252577.08,2018-07-06
建国门分社,建国门分社,2551559.74,2018-07-06
阜外营业部,阜外营业部,2214738.38,2018-07-06
综合三部,综合三部,2150507.23,2018-07-06
宣武营业部,宣武营业部,2044814.65,2018-07-06
宣武门外营业部,宣武门外营业部,2031918.41,2018-07-06
营销中心大客户部,营销中心大客户部,1829935.00,2018-07-06
东城第一门市部,东城第一门市部,1488406.06,2018-07-06
西城第一门市部,西城第一门市部,1468643.99,2018-07-06
花市营业部,花市营业部,4184700.65,2018-07-07
劲松营业部,劲松营业部,3338219.10,2018-07-07
建国门分社,建国门分社,2756761.74,2018-07-07
阜外营业部,阜外营业部,2261373.38,2018-07-07
综合三部,综合三部,2174663.23,2018-07-07
宣武营业部,宣武营业部,2064356.65,2018-07-07
宣武门外营业部,宣武门外营业部,2039046.41,2018-07-07
营销中心大客户部,营销中心大客户部,1855459.00,2018-07-07
西城第一门市部,西城第一门市部,1528734.02,2018-07-07
天坛营业部,天坛营业部,1519344.71,2018-07-07
花市营业部,花市营业部,4241044.16,2018-07-08
劲松营业部,劲松营业部,3372671.10,2018-07-08
建国门分社,建国门分社,2858687.35,2018-07-08
阜外营业部,阜外营业部,2271273.38,2018-07-08
综合三部,综合三部,2174663.23,2018-07-08
宣武营业部,宣武营业部,2066955.65,2018-07-08
宣武门外营业部,宣武门外营业部,2051428.42,2018-07-08
营销中心大客户部,营销中心大客户部,1922878.00,2018-07-08
西城第一门市部,西城第一门市部,1534771.04,2018-07-08
天坛营业部,天坛营业部,1532340.71,2018-07-08
花市营业部,花市营业部,4331272.18,2018-07-09
劲松营业部,劲松营业部,3424810.16,2018-07-09
建国门分社,建国门分社,2885783.35,2018-07-09
阜外营业部,阜外营业部,2302725.78,2018-07-09
宣武营业部,宣武营业部,2191508.65,2018-07-09
综合三部,综合三部,2174663.23,2018-07-09
宣武门外营业部,宣武门外营业部,2099324.62,2018-07-09
营销中心大客户部,营销中心大客户部,1979062.80,2018-07-09
西城第一门市部,西城第一门市部,1592997.10,2018-07-09
东城第一门市部,东城第一门市部,1555363.68,2018-07-09
花市营业部,花市营业部,4375014.22,2018-07-10
劲松营业部,劲松营业部,3578607.90,2018-07-10
建国门分社,建国门分社,2966846.64,2018-07-10
阜外营业部,阜外营业部,2309185.78,2018-07-10
宣武营业部,宣武营业部,2229171.65,2018-07-10
综合三部,综合三部,2174663.23,2018-07-10
宣武门外营业部,宣武门外营业部,2153180.62,2018-07-10
营销中心大客户部,营销中心大客户部,1994734.35,2018-07-10
西城第一门市部,西城第一门市部,1592997.10,2018-07-10
展览路门市部,展览路门市部,1567887.74,2018-07-10
花市营业部,花市营业部,4375014.22,2018-07-11
劲松营业部,劲松营业部,3593404.32,2018-07-11
建国门分社,建国门分社,3028302.64,2018-07-11
阜外营业部,阜外营业部,2309185.78,2018-07-11
宣武营业部,宣武营业部,2243099.65,2018-07-11
综合三部,综合三部,2174663.23,2018-07-11
宣武门外营业部,宣武门外营业部,2153180.62,2018-07-11
营销中心大客户部,营销中心大客户部,2015453.35,2018-07-11
西城第一门市部,西城第一门市部,1684130.30,2018-07-11
天坛营业部,天坛营业部,1603922.23,2018-07-11
花市营业部,花市营业部,4460387.62,2018-07-12
劲松营业部,劲松营业部,3756489.32,2018-07-12
建国门分社,建国门分社,3107362.65,2018-07-12
阜外营业部,阜外营业部,2341903.78,2018-07-12
宣武营业部,宣武营业部,2243099.65,2018-07-12
综合三部,综合三部,2174663.23,2018-07-12
宣武门外营业部,宣武门外营业部,2163940.62,2018-07-12
营销中心大客户部,营销中心大客户部,2029703.35,2018-07-12
西城第一门市部,西城第一门市部,1718342.72,2018-07-12
北三环安贞桥门市部,北三环安贞桥门市部,1647058.81,2018-07-12
花市营业部,花市营业部,4541664.62,2018-07-13
劲松营业部,劲松营业部,3881207.40,2018-07-13
建国门分社,建国门分社,3274380.34,2018-07-13
阜外营业部,阜外营业部,2459856.78,2018-07-13
宣武营业部,宣武营业部,2281214.65,2018-07-13
综合三部,综合三部,2174663.23,2018-07-13
宣武门外营业部,宣武门外营业部,2174286.62,2018-07-13
营销中心大客户部,营销中心大客户部,2057663.35,2018-07-13
西城第一门市部,西城第一门市部,1731422.72,2018-07-13
东城第一门市部,东城第一门市部,1724267.39,2018-07-13
花市营业部,花市营业部,4544872.22,2018-07-14
劲松营业部,劲松营业部,3958596.15,2018-07-14
建国门分社,建国门分社,3378043.34,2018-07-14
阜外营业部,阜外营业部,2497345.78,2018-07-14
宣武营业部,宣武营业部,2458579.55,2018-07-14
综合三部,综合三部,2226341.23,2018-07-14
宣武门外营业部,宣武门外营业部,2182512.62,2018-07-14
营销中心大客户部,营销中心大客户部,2156973.35,2018-07-14
天坛营业部,天坛营业部,1861966.09,2018-07-14
西城第一门市部,西城第一门市部,1849933.65,2018-07-14
花市营业部,花市营业部,4696351.43,2018-07-15
劲松营业部,劲松营业部,4039275.35,2018-07-15
建国门分社,建国门分社,3574261.37,2018-07-15
阜外营业部,阜外营业部,2621992.68,2018-07-15
宣武营业部,宣武营业部,2517207.55,2018-07-15
综合三部,综合三部,2259341.23,2018-07-15
营销中心大客户部,营销中心大客户部,2251222.36,2018-07-15
宣武门外营业部,宣武门外营业部,2196277.54,2018-07-15
天坛营业部,天坛营业部,1919589.49,2018-07-15
北三环安贞桥门市部,北三环安贞桥门市部,1912061.63,2018-07-15
花市营业部,花市营业部,4803291.33,2018-07-16
劲松营业部,劲松营业部,4096846.68,2018-07-16
建国门分社,建国门分社,3654572.78,2018-07-16
阜外营业部,阜外营业部,2740175.74,2018-07-16
宣武营业部,宣武营业部,2571077.55,2018-07-16
营销中心大客户部,营销中心大客户部,2301170.36,2018-07-16
综合三部,综合三部,2259341.23,2018-07-16
宣武门外营业部,宣武门外营业部,2252850.58,2018-07-16
天坛营业部,天坛营业部,2082904.29,2018-07-16
北三环安贞桥门市部,北三环安贞桥门市部,2021301.63,2018-07-16
花市营业部,花市营业部,4810870.25,2018-07-17
劲松营业部,劲松营业部,4158840.68,2018-07-17
建国门分社,建国门分社,3794950.41,2018-07-17
阜外营业部,阜外营业部,2846860.14,2018-07-17
宣武营业部,宣武营业部,2688478.57,2018-07-17
营销中心大客户部,营销中心大客户部,2561159.21,2018-07-17
综合三部,综合三部,2315771.23,2018-07-17
宣武门外营业部,宣武门外营业部,2298786.58,2018-07-17
天坛营业部,天坛营业部,2086004.29,2018-07-17
北三环安贞桥门市部,北三环安贞桥门市部,2060992.08,2018-07-17
花市营业部,花市营业部,4905106.75,2018-07-18
劲松营业部,劲松营业部,4196262.68,2018-07-18
建国门分社,建国门分社,3899642.45,2018-07-18
阜外营业部,阜外营业部,3060976.14,2018-07-18
宣武营业部,宣武营业部,2726296.57,2018-07-18
营销中心大客户部,营销中心大客户部,2587331.21,2018-07-18
宣武门外营业部,宣武门外营业部,2318403.10,2018-07-18
综合三部,综合三部,2315771.23,2018-07-18
北三环安贞桥门市部,北三环安贞桥门市部,2161376.70,2018-07-18
天坛营业部,天坛营业部,2139720.29,2018-07-18
花市营业部,花市营业部,4923588.31,2018-07-19
劲松营业部,劲松营业部,4301065.34,2018-07-19
建国门分社,建国门分社,4005735.45,2018-07-19
阜外营业部,阜外营业部,3186845.64,2018-07-19
宣武营业部,宣武营业部,2765995.57,2018-07-19
营销中心大客户部,营销中心大客户部,2622831.21,2018-07-19
综合三部,综合三部,2348243.23,2018-07-19
宣武门外营业部,宣武门外营业部,2329345.10,2018-07-19
北三环安贞桥门市部,北三环安贞桥门市部,2181052.85,2018-07-19
天坛营业部,天坛营业部,2169894.29,2018-07-19
花市营业部,花市营业部,5033305.21,2018-07-20
劲松营业部,劲松营业部,4433997.22,2018-07-20
建国门分社,建国门分社,4288867.33,2018-07-20
阜外营业部,阜外营业部,3245201.05,2018-07-20
宣武营业部,宣武营业部,2765995.57,2018-07-20
营销中心大客户部,营销中心大客户部,2633511.21,2018-07-20
宣武门外营业部,宣武门外营业部,2356628.00,2018-07-20
综合三部,综合三部,2348243.23,2018-07-20
天坛营业部,天坛营业部,2237909.35,2018-07-20
北三环安贞桥门市部,北三环安贞桥门市部,2205707.55,2018-07-20
花市营业部,花市营业部,5118299.74,2018-07-21
劲松营业部,劲松营业部,4585570.22,2018-07-21
建国门分社,建国门分社,4448467.33,2018-07-21
阜外营业部,阜外营业部,3252641.05,2018-07-21
宣武营业部,宣武营业部,2832603.57,2018-07-21
营销中心大客户部,营销中心大客户部,2733275.21,2018-07-21
宣武门外营业部,宣武门外营业部,2419988.00,2018-07-21
综合三部,综合三部,2388338.23,2018-07-21
西城第一门市部,西城第一门市部,2331464.27,2018-07-21
北三环安贞桥门市部,北三环安贞桥门市部,2293703.25,2018-07-21
花市营业部,花市营业部,5143768.76,2018-07-22
劲松营业部,劲松营业部,4684098.22,2018-07-22
建国门分社,建国门分社,4570297.35,2018-07-22
阜外营业部,阜外营业部,3302029.65,2018-07-22
宣武营业部,宣武营业部,2832603.57,2018-07-22
营销中心大客户部,营销中心大客户部,2779575.21,2018-07-22
宣武门外营业部,宣武门外营业部,2516094.61,2018-07-22
西城第一门市部,西城第一门市部,2455198.53,2018-07-22
综合三部,综合三部,2388338.23,2018-07-22
北三环安贞桥门市部,北三环安贞桥门市部,2351633.55,2018-07-22
花市营业部,花市营业部,5204712.88,2018-07-23
建国门分社,建国门分社,4803111.36,2018-07-23
劲松营业部,劲松营业部,4757112.22,2018-07-23
阜外营业部,阜外营业部,3311869.65,2018-07-23
宣武营业部,宣武营业部,2915742.07,2018-07-23
营销中心大客户部,营销中心大客户部,2810179.21,2018-07-23
宣武门外营业部,宣武门外营业部,2548544.61,2018-07-23
北三环安贞桥门市部,北三环安贞桥门市部,2525438.55,2018-07-23
西城第一门市部,西城第一门市部,2519248.73,2018-07-23
王府井营业部,王府井营业部,2489073.57,2018-07-23
花市营业部,花市营业部,5254137.33,2018-07-24
劲松营业部,劲松营业部,4906523.48,2018-07-24
建国门分社,建国门分社,4861420.37,2018-07-24
阜外营业部,阜外营业部,3460563.65,2018-07-24
宣武营业部,宣武营业部,2967452.62,2018-07-24
营销中心大客户部,营销中心大客户部,2913207.21,2018-07-24
北三环安贞桥门市部,北三环安贞桥门市部,2660399.55,2018-07-24
宣武门外营业部,宣武门外营业部,2551489.81,2018-07-24
西城第一门市部,西城第一门市部,2550532.73,2018-07-24
王府井营业部,王府井营业部,2509593.57,2018-07-24
花市营业部,花市营业部,5351716.33,2018-07-25
建国门分社,建国门分社,5011359.77,2018-07-25
劲松营业部,劲松营业部,5003463.99,2018-07-25
阜外营业部,阜外营业部,3600759.68,2018-07-25
宣武营业部,宣武营业部,3133442.67,2018-07-25
营销中心大客户部,营销中心大客户部,2926244.70,2018-07-25
北三环安贞桥门市部,北三环安贞桥门市部,2739432.95,2018-07-25
西城第一门市部,西城第一门市部,2648176.97,2018-07-25
宣武门外营业部,宣武门外营业部,2612729.91,2018-07-25
王府井营业部,王府井营业部,2522527.57,2018-07-25
花市营业部,花市营业部,5531682.43,2018-07-26
建国门分社,建国门分社,5166464.58,2018-07-26
劲松营业部,劲松营业部,5151562.20,2018-07-26
阜外营业部,阜外营业部,3685395.08,2018-07-26
宣武营业部,宣武营业部,3133442.67,2018-07-26
营销中心大客户部,营销中心大客户部,3035015.70,2018-07-26
北三环安贞桥门市部,北三环安贞桥门市部,2771709.95,2018-07-26
宣武门外营业部,宣武门外营业部,2730491.12,2018-07-26
西城第一门市部,西城第一门市部,2686483.97,2018-07-26
王府井营业部,王府井营业部,2626132.57,2018-07-26
花市营业部,花市营业部,5569395.63,2018-07-27
劲松营业部,劲松营业部,5415392.15,2018-07-27
建国门分社,建国门分社,5349859.96,2018-07-27
阜外营业部,阜外营业部,3804706.68,2018-07-27
营销中心大客户部,营销中心大客户部,3201804.70,2018-07-27
宣武营业部,宣武营业部,3159710.67,2018-07-27
王府井营业部,王府井营业部,2873795.67,2018-07-27
北三环安贞桥门市部,北三环安贞桥门市部,2821768.95,2018-07-27
宣武门外营业部,宣武门外营业部,2789500.92,2018-07-27
西城第一门市部,西城第一门市部,2787653.97,2018-07-27
花市营业部,花市营业部,5594244.63,2018-07-28
建国门分社,建国门分社,5573210.44,2018-07-28
劲松营业部,劲松营业部,5484398.15,2018-07-28
阜外营业部,阜外营业部,3905226.68,2018-07-28
宣武营业部,宣武营业部,3379568.67,2018-07-28
营销中心大客户部,营销中心大客户部,3203323.82,2018-07-28
宣武门外营业部,宣武门外营业部,3008059.88,2018-07-28
西城第一门市部,西城第一门市部,2957750.27,2018-07-28
王府井营业部,王府井营业部,2952594.89,2018-07-28
北三环安贞桥门市部,北三环安贞桥门市部,2849325.50,2018-07-28
建国门分社,建国门分社,5695564.50,2018-07-29
花市营业部,花市营业部,5650195.08,2018-07-29
劲松营业部,劲松营业部,5606738.27,2018-07-29
阜外营业部,阜外营业部,3929533.69,2018-07-29
宣武营业部,宣武营业部,3457391.67,2018-07-29
营销中心大客户部,营销中心大客户部,3223447.82,2018-07-29
宣武门外营业部,宣武门外营业部,3108339.90,2018-07-29
西城第一门市部,西城第一门市部,3041988.55,2018-07-29
王府井营业部,王府井营业部,3028692.49,2018-07-29
北三环安贞桥门市部,北三环安贞桥门市部,2904713.50,2018-07-29
建国门分社,建国门分社,5805369.50,2018-07-30
花市营业部,花市营业部,5723625.05,2018-07-30
劲松营业部,劲松营业部,5661353.68,2018-07-30
阜外营业部,阜外营业部,4023808.06,2018-07-30
宣武营业部,宣武营业部,3457391.67,2018-07-30
营销中心大客户部,营销中心大客户部,3301878.83,2018-07-30
宣武门外营业部,宣武门外营业部,3274158.58,2018-07-30
王府井营业部,王府井营业部,3088970.51,2018-07-30
西城第一门市部,西城第一门市部,3041988.55,2018-07-30
北三环安贞桥门市部,北三环安贞桥门市部,2950572.70,2018-07-30
建国门分社,建国门分社,5913159.50,2018-07-31
花市营业部,花市营业部,5872994.61,2018-07-31
劲松营业部,劲松营业部,5759519.58,2018-07-31
阜外营业部,阜外营业部,4109189.56,2018-07-31
宣武营业部,宣武营业部,3512836.72,2018-07-31
营销中心大客户部,营销中心大客户部,3512132.83,2018-07-31
宣武门外营业部,宣武门外营业部,3357886.23,2018-07-31
王府井营业部,王府井营业部,3138018.04,2018-07-31
西城第一门市部,西城第一门市部,3107464.25,2018-07-31
北三环安贞桥门市部,北三环安贞桥门市部,2981692.70,2018-07-31
建国门分社,建国门分社,5976516.50,2018-08-01
劲松营业部,劲松营业部,5936814.45,2018-08-01
花市营业部,花市营业部,5896374.61,2018-08-01
阜外营业部,阜外营业部,4185140.76,2018-08-01
宣武营业部,宣武营业部,3538372.72,2018-08-01
营销中心大客户部,营销中心大客户部,3518719.73,2018-08-01
宣武门外营业部,宣武门外营业部,3386374.28,2018-08-01
王府井营业部,王府井营业部,3174515.04,2018-08-01
西城第一门市部,西城第一门市部,3123910.45,2018-08-01
展览路门市部,展览路门市部,3059450.11,2018-08-01
建国门分社,建国门分社,6262211.70,2018-08-02
劲松营业部,劲松营业部,6105485.45,2018-08-02
花市营业部,花市营业部,6062435.96,2018-08-02
阜外营业部,阜外营业部,4255639.41,2018-08-02
营销中心大客户部,营销中心大客户部,3601546.73,2018-08-02
宣武营业部,宣武营业部,3540748.72,2018-08-02
宣武门外营业部,宣武门外营业部,3404513.28,2018-08-02
王府井营业部,王府井营业部,3297081.24,2018-08-02
西城第一门市部,西城第一门市部,3253588.45,2018-08-02
展览路门市部,展览路门市部,3087358.12,2018-08-02
建国门分社,建国门分社,6408384.84,2018-08-03
花市营业部,花市营业部,6293931.19,2018-08-03
劲松营业部,劲松营业部,6180707.45,2018-08-03
阜外营业部,阜外营业部,4446178.41,2018-08-03
营销中心大客户部,营销中心大客户部,3692717.01,2018-08-03
宣武营业部,宣武营业部,3560546.74,2018-08-03
宣武门外营业部,宣武门外营业部,3418309.78,2018-08-03
王府井营业部,王府井营业部,3411584.84,2018-08-03
西城第一门市部,西城第一门市部,3368206.47,2018-08-03
北三环安贞桥门市部,北三环安贞桥门市部,3111708.10,2018-08-03
