name,type,value,date
皇家UNIWAY,皇家UNIWAY,905849.95,2018-06-20
翔龙万里行,翔龙万里行,793109.07,2018-06-20
领先旅游,领先旅游,792333.00,2018-06-20
全景旅游,全景旅游,6136262.52,2018-06-21
优耐德,优耐德,4575651.02,2018-06-21
奇幻九州,奇幻九州,1795520.00,2018-06-21
五洲行,五洲行,1648988.56,2018-06-21
九州风行,九州风行,1503438.65,2018-06-21
寰宇风情,寰宇风情,1441795.99,2018-06-21
朋乐假期,朋乐假期,1412915.43,2018-06-21
翔龙万里行,翔龙万里行,915770.07,2018-06-21
皇家UNIWAY,皇家UNIWAY,905849.95,2018-06-21
领先旅游,领先旅游,792333.00,2018-06-21
全景旅游,全景旅游,6294338.74,2018-06-22
优耐德,优耐德,4706381.06,2018-06-22
奇幻九州,奇幻九州,1813160.00,2018-06-22
五洲行,五洲行,1716704.56,2018-06-22
寰宇风情,寰宇风情,1689526.99,2018-06-22
九州风行,九州风行,1527986.65,2018-06-22
朋乐假期,朋乐假期,1420232.48,2018-06-22
翔龙万里行,翔龙万里行,915770.07,2018-06-22
皇家UNIWAY,皇家UNIWAY,905849.95,2018-06-22
领先旅游,领先旅游,879057.00,2018-06-22
全景旅游,全景旅游,6503623.78,2018-06-23
优耐德,优耐德,4756635.06,2018-06-23
奇幻九州,奇幻九州,1927526.00,2018-06-23
寰宇风情,寰宇风情,1723797.59,2018-06-23
五洲行,五洲行,1716704.56,2018-06-23
九州风行,九州风行,1565994.65,2018-06-23
朋乐假期,朋乐假期,1456283.79,2018-06-23
翔龙万里行,翔龙万里行,957328.29,2018-06-23
皇家UNIWAY,皇家UNIWAY,905849.95,2018-06-23
领先旅游,领先旅游,879057.00,2018-06-23
全景旅游,全景旅游,6657407.78,2018-06-24
优耐德,优耐德,4779622.06,2018-06-24
奇幻九州,奇幻九州,2030524.00,2018-06-24
五洲行,五洲行,1833036.49,2018-06-24
寰宇风情,寰宇风情,1745948.64,2018-06-24
九州风行,九州风行,1604000.65,2018-06-24
朋乐假期,朋乐假期,1457024.80,2018-06-24
翔龙万里行,翔龙万里行,967545.09,2018-06-24
皇家UNIWAY,皇家UNIWAY,955904.07,2018-06-24
领先旅游,领先旅游,890242.00,2018-06-24
全景旅游,全景旅游,6782859.78,2018-06-25
优耐德,优耐德,4971102.06,2018-06-25
五洲行,五洲行,2213592.49,2018-06-25
奇幻九州,奇幻九州,2100496.00,2018-06-25
寰宇风情,寰宇风情,1771007.48,2018-06-25
九州风行,九州风行,1604000.65,2018-06-25
朋乐假期,朋乐假期,1458458.81,2018-06-25
翔龙万里行,翔龙万里行,987899.49,2018-06-25
皇家UNIWAY,皇家UNIWAY,977570.13,2018-06-25
领先旅游,领先旅游,926674.00,2018-06-25
全景旅游,全景旅游,6952534.84,2018-06-26
优耐德,优耐德,5110908.06,2018-06-26
五洲行,五洲行,2213592.49,2018-06-26
奇幻九州,奇幻九州,2109708.00,2018-06-26
寰宇风情,寰宇风情,1950056.28,2018-06-26
九州风行,九州风行,1824760.65,2018-06-26
朋乐假期,朋乐假期,1467724.21,2018-06-26
翔龙万里行,翔龙万里行,1010273.49,2018-06-26
皇家UNIWAY,皇家UNIWAY,993074.03,2018-06-26
领先旅游,领先旅游,988939.00,2018-06-26
全景旅游,全景旅游,7277822.90,2018-06-27
优耐德,优耐德,5186548.06,2018-06-27
五洲行,五洲行,2265765.49,2018-06-27
奇幻九州,奇幻九州,2227602.00,2018-06-27
寰宇风情,寰宇风情,2050781.25,2018-06-27
九州风行,九州风行,1868805.65,2018-06-27
朋乐假期,朋乐假期,1467724.21,2018-06-27
翔龙万里行,翔龙万里行,1030528.89,2018-06-27
皇家UNIWAY,皇家UNIWAY,1008142.56,2018-06-27
领先旅游,领先旅游,988939.00,2018-06-27
全景旅游,全景旅游,7363563.10,2018-06-28
优耐德,优耐德,5226375.06,2018-06-28
奇幻九州,奇幻九州,2284540.00,2018-06-28
寰宇风情,寰宇风情,2272072.67,2018-06-28
五洲行,五洲行,2265765.49,2018-06-28
九州风行,九州风行,1928596.65,2018-06-28
朋乐假期,朋乐假期,1505882.23,2018-06-28
翔龙万里行,翔龙万里行,1096161.93,2018-06-28
皇家UNIWAY,皇家UNIWAY,1008142.56,2018-06-28
领先旅游,领先旅游,988939.00,2018-06-28
全景旅游,全景旅游,7635580.14,2018-06-29
优耐德,优耐德,5390785.06,2018-06-29
寰宇风情,寰宇风情,2475390.17,2018-06-29
五洲行,五洲行,2314196.29,2018-06-29
奇幻九州,奇幻九州,2284540.00,2018-06-29
九州风行,九州风行,1967998.65,2018-06-29
朋乐假期,朋乐假期,1505882.23,2018-06-29
翔龙万里行,翔龙万里行,1187637.93,2018-06-29
皇家UNIWAY,皇家UNIWAY,1078479.62,2018-06-29
领先旅游,领先旅游,1043686.00,2018-06-29
全景旅游,全景旅游,7901852.19,2018-06-30
优耐德,优耐德,5501869.26,2018-06-30
寰宇风情,寰宇风情,2526239.77,2018-06-30
奇幻九州,奇幻九州,2393222.00,2018-06-30
五洲行,五洲行,2368943.29,2018-06-30
九州风行,九州风行,2179052.69,2018-06-30
朋乐假期,朋乐假期,1734373.02,2018-06-30
翔龙万里行,翔龙万里行,1187637.93,2018-06-30
皇家UNIWAY,皇家UNIWAY,1112313.67,2018-06-30
领先旅游,领先旅游,1043686.00,2018-06-30
全景旅游,全景旅游,8051997.19,2018-07-01
优耐德,优耐德,6337437.26,2018-07-01
寰宇风情,寰宇风情,2591094.77,2018-07-01
奇幻九州,奇幻九州,2486714.00,2018-07-01
五洲行,五洲行,2382849.82,2018-07-01
九州风行,九州风行,2186673.69,2018-07-01
朋乐假期,朋乐假期,1775409.44,2018-07-01
翔龙万里行,翔龙万里行,1187637.93,2018-07-01
皇家UNIWAY,皇家UNIWAY,1112313.67,2018-07-01
领先旅游,领先旅游,1043686.00,2018-07-01
全景旅游,全景旅游,8193002.19,2018-07-02
优耐德,优耐德,6558609.26,2018-07-02
寰宇风情,寰宇风情,2650975.59,2018-07-02
奇幻九州,奇幻九州,2521014.00,2018-07-02
五洲行,五洲行,2394135.82,2018-07-02
九州风行,九州风行,2186673.69,2018-07-02
朋乐假期,朋乐假期,1807092.46,2018-07-02
翔龙万里行,翔龙万里行,1187637.93,2018-07-02
皇家UNIWAY,皇家UNIWAY,1139598.17,2018-07-02
领先旅游,领先旅游,1043686.00,2018-07-02
全景旅游,全景旅游,8354130.19,2018-07-03
优耐德,优耐德,6872084.26,2018-07-03
九州风行,九州风行,2755560.71,2018-07-03
寰宇风情,寰宇风情,2716113.59,2018-07-03
奇幻九州,奇幻九州,2535126.00,2018-07-03
五洲行,五洲行,2486997.82,2018-07-03
朋乐假期,朋乐假期,1826193.99,2018-07-03
翔龙万里行,翔龙万里行,1219852.13,2018-07-03
皇家UNIWAY,皇家UNIWAY,1139598.17,2018-07-03
领先旅游,领先旅游,1043686.00,2018-07-03
全景旅游,全景旅游,8419181.19,2018-07-04
优耐德,优耐德,7006710.26,2018-07-04
九州风行,九州风行,2875723.81,2018-07-04
寰宇风情,寰宇风情,2818886.00,2018-07-04
奇幻九州,奇幻九州,2678696.00,2018-07-04
五洲行,五洲行,2493083.35,2018-07-04
朋乐假期,朋乐假期,1866886.35,2018-07-04
翔龙万里行,翔龙万里行,1219852.13,2018-07-04
皇家UNIWAY,皇家UNIWAY,1191508.05,2018-07-04
领先旅游,领先旅游,1043686.00,2018-07-04
全景旅游,全景旅游,8575289.21,2018-07-05
优耐德,优耐德,7122271.30,2018-07-05
九州风行,九州风行,2967973.81,2018-07-05
寰宇风情,寰宇风情,2849572.62,2018-07-05
奇幻九州,奇幻九州,2703392.00,2018-07-05
五洲行,五洲行,2493083.35,2018-07-05
朋乐假期,朋乐假期,1875455.77,2018-07-05
皇家UNIWAY,皇家UNIWAY,1260479.75,2018-07-05
翔龙万里行,翔龙万里行,1229312.53,2018-07-05
领先旅游,领先旅游,1043686.00,2018-07-05
全景旅游,全景旅游,8683947.21,2018-07-06
优耐德,优耐德,7212474.30,2018-07-06
九州风行,九州风行,3120068.81,2018-07-06
寰宇风情,寰宇风情,2859309.63,2018-07-06
奇幻九州,奇幻九州,2751020.00,2018-07-06
五洲行,五洲行,2555111.80,2018-07-06
朋乐假期,朋乐假期,1895291.37,2018-07-06
翔龙万里行,翔龙万里行,1435133.53,2018-07-06
皇家UNIWAY,皇家UNIWAY,1304258.05,2018-07-06
领先旅游,领先旅游,1043686.00,2018-07-06
全景旅游,全景旅游,8976433.21,2018-07-07
优耐德,优耐德,7356483.30,2018-07-07
九州风行,九州风行,3239446.83,2018-07-07
寰宇风情,寰宇风情,2892558.03,2018-07-07
奇幻九州,奇幻九州,2798452.00,2018-07-07
五洲行,五洲行,2555111.80,2018-07-07
朋乐假期,朋乐假期,1961660.41,2018-07-07
翔龙万里行,翔龙万里行,1469387.53,2018-07-07
皇家UNIWAY,皇家UNIWAY,1304258.05,2018-07-07
领先旅游,领先旅游,1043686.00,2018-07-07
全景旅游,全景旅游,8990428.21,2018-07-08
优耐德,优耐德,7487812.30,2018-07-08
九州风行,九州风行,3299038.83,2018-07-08
寰宇风情,寰宇风情,2926610.03,2018-07-08
奇幻九州,奇幻九州,2833830.00,2018-07-08
五洲行,五洲行,2555111.80,2018-07-08
朋乐假期,朋乐假期,2016192.70,2018-07-08
翔龙万里行,翔龙万里行,1469387.53,2018-07-08
皇家UNIWAY,皇家UNIWAY,1309903.09,2018-07-08
领先旅游,领先旅游,1075956.00,2018-07-08
全景旅游,全景旅游,9144297.21,2018-07-09
优耐德,优耐德,7870838.30,2018-07-09
九州风行,九州风行,3420189.83,2018-07-09
寰宇风情,寰宇风情,2984813.65,2018-07-09
奇幻九州,奇幻九州,2859124.00,2018-07-09
五洲行,五洲行,2555111.80,2018-07-09
朋乐假期,朋乐假期,2104349.12,2018-07-09
翔龙万里行,翔龙万里行,1474317.73,2018-07-09
皇家UNIWAY,皇家UNIWAY,1456696.78,2018-07-09
领先旅游,领先旅游,1075956.00,2018-07-09
全景旅游,全景旅游,9288930.21,2018-07-10
优耐德,优耐德,7902220.30,2018-07-10
九州风行,九州风行,3521250.83,2018-07-10
五洲行,五洲行,3183667.75,2018-07-10
寰宇风情,寰宇风情,3013130.25,2018-07-10
奇幻九州,奇幻九州,2913024.00,2018-07-10
朋乐假期,朋乐假期,2104349.12,2018-07-10
皇家UNIWAY,皇家UNIWAY,1492792.78,2018-07-10
翔龙万里行,翔龙万里行,1474317.73,2018-07-10
领先旅游,领先旅游,1075956.00,2018-07-10
全景旅游,全景旅游,9345665.21,2018-07-11
优耐德,优耐德,7902220.30,2018-07-11
九州风行,九州风行,3645878.83,2018-07-11
五洲行,五洲行,3228959.26,2018-07-11
寰宇风情,寰宇风情,3056130.25,2018-07-11
奇幻九州,奇幻九州,2977704.00,2018-07-11
朋乐假期,朋乐假期,2165739.44,2018-07-11
翔龙万里行,翔龙万里行,1563417.73,2018-07-11
皇家UNIWAY,皇家UNIWAY,1492792.78,2018-07-11
领先旅游,领先旅游,1075956.00,2018-07-11
全景旅游,全景旅游,9563367.21,2018-07-12
优耐德,优耐德,7961359.30,2018-07-12
九州风行,九州风行,3843073.83,2018-07-12
五洲行,五洲行,3253555.26,2018-07-12
寰宇风情,寰宇风情,3124153.26,2018-07-12
奇幻九州,奇幻九州,2977704.00,2018-07-12
朋乐假期,朋乐假期,2177677.84,2018-07-12
翔龙万里行,翔龙万里行,1607373.73,2018-07-12
皇家UNIWAY,皇家UNIWAY,1492792.78,2018-07-12
领先旅游,领先旅游,1075956.00,2018-07-12
全景旅游,全景旅游,9794006.23,2018-07-13
优耐德,优耐德,8099868.30,2018-07-13
九州风行,九州风行,4146834.83,2018-07-13
五洲行,五洲行,3284601.68,2018-07-13
寰宇风情,寰宇风情,3170157.30,2018-07-13
奇幻九州,奇幻九州,3001224.00,2018-07-13
朋乐假期,朋乐假期,2193545.04,2018-07-13
翔龙万里行,翔龙万里行,1619610.13,2018-07-13
皇家UNIWAY,皇家UNIWAY,1587226.90,2018-07-13
领先旅游,领先旅游,1075956.00,2018-07-13
全景旅游,全景旅游,10186607.73,2018-07-14
优耐德,优耐德,8467165.30,2018-07-14
九州风行,九州风行,4206032.83,2018-07-14
五洲行,五洲行,3302415.74,2018-07-14
寰宇风情,寰宇风情,3198618.30,2018-07-14
奇幻九州,奇幻九州,3101772.00,2018-07-14
朋乐假期,朋乐假期,2250437.30,2018-07-14
翔龙万里行,翔龙万里行,1672476.13,2018-07-14
皇家UNIWAY,皇家UNIWAY,1671217.91,2018-07-14
领先旅游,领先旅游,1075956.00,2018-07-14
全景旅游,全景旅游,10858205.73,2018-07-15
优耐德,优耐德,8602836.30,2018-07-15
九州风行,九州风行,4397884.83,2018-07-15
寰宇风情,寰宇风情,3420201.79,2018-07-15
五洲行,五洲行,3317063.78,2018-07-15
奇幻九州,奇幻九州,3258866.00,2018-07-15
朋乐假期,朋乐假期,2261173.80,2018-07-15
皇家UNIWAY,皇家UNIWAY,1689633.91,2018-07-15
翔龙万里行,翔龙万里行,1672476.13,2018-07-15
领先旅游,领先旅游,1110008.00,2018-07-15
全景旅游,全景旅游,11198340.73,2018-07-16
优耐德,优耐德,8964762.30,2018-07-16
九州风行,九州风行,4613630.83,2018-07-16
寰宇风情,寰宇风情,3568583.59,2018-07-16
五洲行,五洲行,3399388.18,2018-07-16
奇幻九州,奇幻九州,3324918.00,2018-07-16
朋乐假期,朋乐假期,2313888.28,2018-07-16
皇家UNIWAY,皇家UNIWAY,1775416.59,2018-07-16
翔龙万里行,翔龙万里行,1717877.53,2018-07-16
领先旅游,领先旅游,1110008.00,2018-07-16
全景旅游,全景旅游,11789176.80,2018-07-17
优耐德,优耐德,9110239.30,2018-07-17
九州风行,九州风行,4766056.83,2018-07-17
寰宇风情,寰宇风情,3707530.41,2018-07-17
五洲行,五洲行,3399388.18,2018-07-17
奇幻九州,奇幻九州,3356278.00,2018-07-17
朋乐假期,朋乐假期,2330613.30,2018-07-17
皇家UNIWAY,皇家UNIWAY,1775416.59,2018-07-17
翔龙万里行,翔龙万里行,1717877.53,2018-07-17
领先旅游,领先旅游,1286119.00,2018-07-17
全景旅游,全景旅游,11905467.80,2018-07-18
优耐德,优耐德,9400968.36,2018-07-18
九州风行,九州风行,4907618.83,2018-07-18
寰宇风情,寰宇风情,3738923.46,2018-07-18
五洲行,五洲行,3664984.39,2018-07-18
奇幻九州,奇幻九州,3453053.00,2018-07-18
朋乐假期,朋乐假期,2390437.45,2018-07-18
翔龙万里行,翔龙万里行,1839019.85,2018-07-18
皇家UNIWAY,皇家UNIWAY,1775416.59,2018-07-18
领先旅游,领先旅游,1374219.00,2018-07-18
全景旅游,全景旅游,12293319.08,2018-07-19
优耐德,优耐德,9545236.36,2018-07-19
九州风行,九州风行,4965622.83,2018-07-19
寰宇风情,寰宇风情,3765848.26,2018-07-19
五洲行,五洲行,3688704.79,2018-07-19
奇幻九州,奇幻九州,3488333.00,2018-07-19
朋乐假期,朋乐假期,2405971.51,2018-07-19
翔龙万里行,翔龙万里行,2350651.85,2018-07-19
皇家UNIWAY,皇家UNIWAY,1860519.84,2018-07-19
领先旅游,领先旅游,1465687.00,2018-07-19
全景旅游,全景旅游,12570163.08,2018-07-20
优耐德,优耐德,10114415.36,2018-07-20
九州风行,九州风行,5077294.83,2018-07-20
寰宇风情,寰宇风情,3854432.50,2018-07-20
五洲行,五洲行,3828781.87,2018-07-20
奇幻九州,奇幻九州,3504993.00,2018-07-20
朋乐假期,朋乐假期,2430459.11,2018-07-20
翔龙万里行,翔龙万里行,2381735.87,2018-07-20
皇家UNIWAY,皇家UNIWAY,1860519.84,2018-07-20
领先旅游,领先旅游,1465687.00,2018-07-20
全景旅游,全景旅游,12772395.10,2018-07-21
优耐德,优耐德,10407720.36,2018-07-21
九州风行,九州风行,5227341.83,2018-07-21
五洲行,五洲行,3898771.90,2018-07-21
寰宇风情,寰宇风情,3861113.50,2018-07-21
奇幻九州,奇幻九州,3597701.00,2018-07-21
朋乐假期,朋乐假期,2507782.01,2018-07-21
翔龙万里行,翔龙万里行,2446363.07,2018-07-21
皇家UNIWAY,皇家UNIWAY,1962288.86,2018-07-21
领先旅游,领先旅游,1586455.00,2018-07-21
全景旅游,全景旅游,13142592.12,2018-07-22
优耐德,优耐德,10673298.36,2018-07-22
九州风行,九州风行,5338405.87,2018-07-22
五洲行,五洲行,4082389.97,2018-07-22
寰宇风情,寰宇风情,3878190.50,2018-07-22
奇幻九州,奇幻九州,3753521.00,2018-07-22
朋乐假期,朋乐假期,2589440.09,2018-07-22
翔龙万里行,翔龙万里行,2496553.07,2018-07-22
皇家UNIWAY,皇家UNIWAY,1995268.92,2018-07-22
领先旅游,领先旅游,1620507.00,2018-07-22
全景旅游,全景旅游,13665954.12,2018-07-23
优耐德,优耐德,10872279.36,2018-07-23
九州风行,九州风行,5620633.87,2018-07-23
五洲行,五洲行,4214690.60,2018-07-23
寰宇风情,寰宇风情,3907715.50,2018-07-23
奇幻九州,奇幻九州,3841231.00,2018-07-23
朋乐假期,朋乐假期,2609872.19,2018-07-23
翔龙万里行,翔龙万里行,2496553.07,2018-07-23
皇家UNIWAY,皇家UNIWAY,2022024.47,2018-07-23
领先旅游,领先旅游,1620507.00,2018-07-23
全景旅游,全景旅游,13933981.00,2018-07-24
优耐德,优耐德,11279004.40,2018-07-24
九州风行,九州风行,5669931.87,2018-07-24
五洲行,五洲行,4218154.61,2018-07-24
寰宇风情,寰宇风情,3941124.54,2018-07-24
奇幻九州,奇幻九州,3855343.00,2018-07-24
朋乐假期,朋乐假期,2660416.09,2018-07-24
翔龙万里行,翔龙万里行,2619012.07,2018-07-24
皇家UNIWAY,皇家UNIWAY,2070070.77,2018-07-24
领先旅游,领先旅游,1620507.00,2018-07-24
全景旅游,全景旅游,14595478.07,2018-07-25
优耐德,优耐德,11477011.40,2018-07-25
九州风行,九州风行,5837225.87,2018-07-25
五洲行,五洲行,4230230.63,2018-07-25
奇幻九州,奇幻九州,3984565.00,2018-07-25
寰宇风情,寰宇风情,3979137.34,2018-07-25
朋乐假期,朋乐假期,2681982.22,2018-07-25
翔龙万里行,翔龙万里行,2680467.31,2018-07-25
皇家UNIWAY,皇家UNIWAY,2148179.30,2018-07-25
领先旅游,领先旅游,1751276.00,2018-07-25
全景旅游,全景旅游,14943891.07,2018-07-26
优耐德,优耐德,11759235.40,2018-07-26
九州风行,九州风行,5925427.87,2018-07-26
五洲行,五洲行,4393781.08,2018-07-26
寰宇风情,寰宇风情,4180742.56,2018-07-26
奇幻九州,奇幻九州,4057477.00,2018-07-26
翔龙万里行,翔龙万里行,2880942.31,2018-07-26
朋乐假期,朋乐假期,2747156.84,2018-07-26
皇家UNIWAY,皇家UNIWAY,2253956.85,2018-07-26
领先旅游,领先旅游,1905603.00,2018-07-26
全景旅游,全景旅游,15421056.07,2018-07-27
优耐德,优耐德,11932130.40,2018-07-27
九州风行,九州风行,6318477.67,2018-07-27
五洲行,五洲行,4437141.10,2018-07-27
寰宇风情,寰宇风情,4252069.39,2018-07-27
奇幻九州,奇幻九州,4127547.00,2018-07-27
翔龙万里行,翔龙万里行,2914107.31,2018-07-27
朋乐假期,朋乐假期,2761450.94,2018-07-27
皇家UNIWAY,皇家UNIWAY,2288284.10,2018-07-27
领先旅游,领先旅游,2084694.00,2018-07-27
全景旅游,全景旅游,15673443.06,2018-07-28
优耐德,优耐德,12187706.40,2018-07-28
九州风行,九州风行,6532347.67,2018-07-28
五洲行,五洲行,4460861.50,2018-07-28
寰宇风情,寰宇风情,4441696.59,2018-07-28
奇幻九州,奇幻九州,4198597.00,2018-07-28
翔龙万里行,翔龙万里行,2978170.21,2018-07-28
朋乐假期,朋乐假期,2812104.14,2018-07-28
皇家UNIWAY,皇家UNIWAY,2318306.60,2018-07-28
领先旅游,领先旅游,2214766.00,2018-07-28
全景旅游,全景旅游,16754210.82,2018-07-29
优耐德,优耐德,12292188.40,2018-07-29
九州风行,九州风行,6847849.67,2018-07-29
五洲行,五洲行,4473727.54,2018-07-29
寰宇风情,寰宇风情,4464450.61,2018-07-29
奇幻九州,奇幻九州,4311101.00,2018-07-29
翔龙万里行,翔龙万里行,3069346.21,2018-07-29
朋乐假期,朋乐假期,2815726.54,2018-07-29
皇家UNIWAY,皇家UNIWAY,2332487.60,2018-07-29
领先旅游,领先旅游,2214766.00,2018-07-29
全景旅游,全景旅游,17115383.84,2018-07-30
优耐德,优耐德,12430627.40,2018-07-30
九州风行,九州风行,6932827.69,2018-07-30
五洲行,五洲行,4741675.94,2018-07-30
寰宇风情,寰宇风情,4564541.61,2018-07-30
奇幻九州,奇幻九州,4374801.00,2018-07-30
翔龙万里行,翔龙万里行,3179731.21,2018-07-30
朋乐假期,朋乐假期,2856053.64,2018-07-30
皇家UNIWAY,皇家UNIWAY,2366821.65,2018-07-30
领先旅游,领先旅游,2214766.00,2018-07-30
全景旅游,全景旅游,17331811.84,2018-07-31
优耐德,优耐德,13088542.40,2018-07-31
九州风行,九州风行,7128932.69,2018-07-31
五洲行,五洲行,4871390.69,2018-07-31
寰宇风情,寰宇风情,4578004.01,2018-07-31
奇幻九州,奇幻九州,4410081.00,2018-07-31
翔龙万里行,翔龙万里行,3286275.01,2018-07-31
朋乐假期,朋乐假期,3028159.66,2018-07-31
皇家UNIWAY,皇家UNIWAY,2502234.54,2018-07-31
领先旅游,领先旅游,2342266.00,2018-07-31
全景旅游,全景旅游,17627757.84,2018-08-01
优耐德,优耐德,13343949.44,2018-08-01
九州风行,九州风行,7189379.70,2018-08-01
五洲行,五洲行,4896691.11,2018-08-01
寰宇风情,寰宇风情,4600982.01,2018-08-01
奇幻九州,奇幻九州,4595105.00,2018-08-01
翔龙万里行,翔龙万里行,3286275.01,2018-08-01
朋乐假期,朋乐假期,3069957.88,2018-08-01
皇家UNIWAY,皇家UNIWAY,2502234.54,2018-08-01
领先旅游,领先旅游,2378598.00,2018-08-01
全景旅游,全景旅游,18005065.86,2018-08-02
优耐德,优耐德,13608609.48,2018-08-02
九州风行,九州风行,7236600.70,2018-08-02
五洲行,五洲行,5017544.14,2018-08-02
奇幻九州,奇幻九州,4917905.00,2018-08-02
寰宇风情,寰宇风情,4764595.67,2018-08-02
翔龙万里行,翔龙万里行,3317359.01,2018-08-02
朋乐假期,朋乐假期,3130079.51,2018-08-02
皇家UNIWAY,皇家UNIWAY,2553553.04,2018-08-02
领先旅游,领先旅游,2500554.00,2018-08-02
全景旅游,全景旅游,18232528.86,2018-08-03
优耐德,优耐德,13827614.48,2018-08-03
九州风行,九州风行,7286892.70,2018-08-03
五洲行,五洲行,5193641.24,2018-08-03
奇幻九州,奇幻九州,4917905.00,2018-08-03
寰宇风情,寰宇风情,4773108.07,2018-08-03
翔龙万里行,翔龙万里行,3324702.03,2018-08-03
朋乐假期,朋乐假期,3132781.51,2018-08-03
皇家UNIWAY,皇家UNIWAY,2595315.04,2018-08-03
领先旅游,领先旅游,2534408.00,2018-08-03
全景旅游,全景旅游,18673793.86,2018-08-04
优耐德,优耐德,13988441.48,2018-08-04
九州风行,九州风行,7427868.70,2018-08-04
五洲行,五洲行,5342978.24,2018-08-04
奇幻九州,奇幻九州,5105673.00,2018-08-04
寰宇风情,寰宇风情,4885157.10,2018-08-04
翔龙万里行,翔龙万里行,3400286.70,2018-08-04
朋乐假期,朋乐假期,3167878.91,2018-08-04
领先旅游,领先旅游,2701995.00,2018-08-04
皇家UNIWAY,皇家UNIWAY,2595315.04,2018-08-04
全景旅游,全景旅游,19082929.86,2018-08-05
优耐德,优耐德,14286647.48,2018-08-05
九州风行,九州风行,7635150.70,2018-08-05
五洲行,五洲行,5493701.41,2018-08-05
奇幻九州,奇幻九州,5140757.00,2018-08-05
寰宇风情,寰宇风情,5037907.54,2018-08-05
翔龙万里行,翔龙万里行,3505594.10,2018-08-05
朋乐假期,朋乐假期,3167878.91,2018-08-05
领先旅游,领先旅游,2955460.00,2018-08-05
皇家UNIWAY,皇家UNIWAY,2687826.24,2018-08-05
全景旅游,全景旅游,19200164.86,2018-08-06
优耐德,优耐德,14587165.48,2018-08-06
九州风行,九州风行,7737215.70,2018-08-06
五洲行,五洲行,5648447.82,2018-08-06
奇幻九州,奇幻九州,5140757.00,2018-08-06
寰宇风情,寰宇风情,5098091.54,2018-08-06
翔龙万里行,翔龙万里行,3584902.16,2018-08-06
朋乐假期,朋乐假期,3175954.82,2018-08-06
领先旅游,领先旅游,3030007.00,2018-08-06
皇家UNIWAY,皇家UNIWAY,2706440.77,2018-08-06
全景旅游,全景旅游,19395101.88,2018-08-07
优耐德,优耐德,14963090.48,2018-08-07
九州风行,九州风行,7806367.12,2018-08-07
五洲行,五洲行,5657751.83,2018-08-07
寰宇风情,寰宇风情,5253424.54,2018-08-07
奇幻九州,奇幻九州,5158397.00,2018-08-07
翔龙万里行,翔龙万里行,3692529.36,2018-08-07
朋乐假期,朋乐假期,3198175.84,2018-08-07
领先旅游,领先旅游,3075939.00,2018-08-07
皇家UNIWAY,皇家UNIWAY,2706440.77,2018-08-07
全景旅游,全景旅游,19589737.91,2018-08-08
优耐德,优耐德,15308612.48,2018-08-08
九州风行,九州风行,8096503.12,2018-08-08
五洲行,五洲行,5675759.83,2018-08-08
寰宇风情,寰宇风情,5312717.94,2018-08-08
奇幻九州,奇幻九州,5189365.00,2018-08-08
翔龙万里行,翔龙万里行,3753113.36,2018-08-08
朋乐假期,朋乐假期,3235098.24,2018-08-08
领先旅游,领先旅游,3119693.00,2018-08-08
皇家UNIWAY,皇家UNIWAY,2809622.87,2018-08-08
全景旅游,全景旅游,19877082.91,2018-08-09
优耐德,优耐德,15441065.54,2018-08-09
九州风行,九州风行,8125807.12,2018-08-09
五洲行,五洲行,5756299.87,2018-08-09
寰宇风情,寰宇风情,5502153.18,2018-08-09
奇幻九州,奇幻九州,5234739.00,2018-08-09
翔龙万里行,翔龙万里行,3753113.36,2018-08-09
朋乐假期,朋乐假期,3252446.48,2018-08-09
领先旅游,领先旅游,3119693.00,2018-08-09
皇家UNIWAY,皇家UNIWAY,2809622.87,2018-08-09
全景旅游,全景旅游,20098148.91,2018-08-10
优耐德,优耐德,15942542.54,2018-08-10
九州风行,九州风行,8284204.15,2018-08-10
五洲行,五洲行,6193435.89,2018-08-10
寰宇风情,寰宇风情,5565499.20,2018-08-10
奇幻九州,奇幻九州,5390069.00,2018-08-10
翔龙万里行,翔龙万里行,3782687.40,2018-08-10
朋乐假期,朋乐假期,3258246.88,2018-08-10
领先旅游,领先旅游,3119693.00,2018-08-10
皇家UNIWAY,皇家UNIWAY,2809622.87,2018-08-10
全景旅游,全景旅游,20387409.91,2018-08-11
优耐德,优耐德,16288143.34,2018-08-11
九州风行,九州风行,8435717.71,2018-08-11
五洲行,五洲行,6319454.89,2018-08-11
寰宇风情,寰宇风情,5637258.44,2018-08-11
奇幻九州,奇幻九州,5501103.00,2018-08-11
翔龙万里行,翔龙万里行,3865719.83,2018-08-11
朋乐假期,朋乐假期,3297684.48,2018-08-11
领先旅游,领先旅游,3242635.00,2018-08-11
皇家UNIWAY,皇家UNIWAY,2809622.87,2018-08-11
全景旅游,全景旅游,20559136.93,2018-08-12
优耐德,优耐德,16530165.34,2018-08-12
九州风行,九州风行,8457101.71,2018-08-12
五洲行,五洲行,6423658.49,2018-08-12
寰宇风情,寰宇风情,5868225.76,2018-08-12
奇幻九州,奇幻九州,5662411.00,2018-08-12
翔龙万里行,翔龙万里行,4104635.43,2018-08-12
领先旅游,领先旅游,3313022.00,2018-08-12
朋乐假期,朋乐假期,3297684.48,2018-08-12
皇家UNIWAY,皇家UNIWAY,2850886.93,2018-08-12
全景旅游,全景旅游,20995103.95,2018-08-13
